,primary key,before,after
0,㈜호반건설,대조동 2-9,
0,준타워,퇴계로 385,서울 중구 퇴계로 385
0,중계두타빌,중계동 360-9,서울 노원구 한글비석로 245
0,중계센트럴파크,"덕릉로115다길 40 (상계3,4동 1323)",
0,중소기업은행,도봉로 399(수유동 168-12),
0,중소기업중앙회,성암로 189 (상암동),
0,중앙대학교,흑석로6길 61,서울 동작구 흑석로6길 61
0,중앙대학교 310관,흑석로 84,전북 전주시 완산구 흑석로 84-87
0,중앙대학교 병원,흑석로 102,서울 동작구 흑석로 102
0,중앙유통단지,경인로53길15(구로동),
0,중앙하이츠아쿠아아파트,공릉로 430(중계2.3동 514),
0,지에스건설,종로 33(청진동),
0,지에스건설(주),구로동698-7,
0,지지빌딩,장충단로 192,서울 중구 장충단로 192
0,진도아파트(주계량기),"두산로 36(독산동 1133 ,진도아파트 201동)",
0,차원도시종합건설,방배동 812-24,서울 서초구 방배로 199
0,창동 문화산업단지,창동 1-28,서울 도봉구 마들로13길 61
0,창동 아우르네,마들로13길 84,서울 도봉구 마들로13길 84
0,창동신원리베르텔,노해로341,서울 도봉구 노해로 341
0,창동씨티월드,노해로 69길 26,서울 도봉구 노해로69길 26
0,창동아우르네,마들로13길 84,서울 도봉구 마들로13길 84
0,창비서교빌딩,서교동 475-34,서울 마포구 월드컵로12길 7
0,청계와이즈노벨리아,서울시립대로 19(답십리동 463-2),
0,청계천 위브더제니스,다산로46길 17,서울 중구 다산로46길 17
0,청계한신휴플러스(아),"서울시립대로 14(답십리동 1002 ,청계한신휴플러스(아) )",
0,청구아파트,"중앙로6길 5-15(고척동,청구아파트)",
0,청량리3재정비촉진구역 주거복합 신축공사(효성중공업),용두동 11-1 외6필지,
0,청량리4구역 신축공사(롯데건설),전농동 620-47일대,
0,청림실업㈜,백제고분로 266,서울 송파구 백제고분로 266
0,청휘빌딩,명동2가 33-1,서울 중구 명동길 48
0,체육시설관리사업소,올림픽로 25(잠실동 10),
0,최ㅇㅇ,,서울 성북구 개운사길 83-15
0,최영락,,서울 성북구 개운사길 83-15
0,충무로 헤센 스마트,충무로5가 90,서울 중구 서애로1길 11
0,칼튼 테라스,공릉로2길 8-4(묵동),
0,케이비강남오피스제1호위탁관리부동산투자회사,,서울 성북구 개운사길 83-15
0,케이비스타오피스전문투자형사모부동산투자신탁제4호,,서울 성북구 개운사길 83-15
0,케이씨씨 웰츠밸리,가산디지털1로 205(가산동 470-8),
0,케이지타워,통일로 92,서울 중구 통일로 92
0,케이티에스테이트,서울특별시 영등포구 영중로 119(영등포동8가 35-1),
0,코람코전문투자형사모부동산,남부순환로 2477(서초동 1424-2),
0,코람코전문투자형사모부동산투자신탁제78호,서울특별시 서초구 남부순환로 2477(서초동 1424-2),
0,코리아비즈니스센터,강남대로 309(서초동 1338-21),
0,코리아신탁㈜,명일동 472,
0,코스모타워,왕십리로 326 (도선동),
0,코스타타워,도봉로 358(번동),
0,코원건설,동일로174길 42,
0,코크랩제43호,"서초대로74길 14, B동 (서초동 1321-20)",
0,코크렙제43호,"서울특별시 서초구 서초대로74길 14, B동 (서초동 1321-20)",
0,코트야드 메리어트 서울 남대문,남대문로 9,서울 중구 남대문로 9
0,큐비스트 빌딩,상계로 84,서울 노원구 상계로 84
0,크리스탈지노믹스R&D센터,마곡동 772-1,서울 강서구 마곡중앙8로 38
0,타워730(현대사모부동산투자신탁제15호),올림픽로35길 141(신천동 7-30),
0,타워빌딩,남부순환로1817(봉천동 861-6),
0,타워텔빌딩,마들로 11가길 13-6,서울 도봉구 마들로11가길 13-6
0,타임스퀘어,영중로 15(영등포동4가 442),
0,태경빌딩,한글비석로271 (중계1동 359-20),
0,태산토건,공덕동,
0,태성빌딩,방울내로 79 (망원동),
0,태영데시앙,독막로 320 (도화동),
0,태영빌딩,마포대로 144 (공덕동),
0,태평로빌딩,세종대로 73(태평로2가),
0,토렘에스알에스,신대방동 722,
0,트리플렉스관리사무소,서울 영등포구 문래북로 116,서울 영등포구 문래북로 116
0,트윈 트리,율곡로6,서울 종로구 율곡로 6
0,트윈시티 남산,"용산구 한강대로 366(동자동, 오피스텔용, 지하수만있는 수전 ,트윈시티 남산 ) 트윈시티 남산 오피스텔 관리단",
0,티마크 그랜드 호텔,퇴계로 52,서울 중구 퇴계로 52
0,파라다이스빌잠실,올림픽로 366(방이동 40),
0,파라다이스빌잠실(최진일),올림픽로 366(방이동 40),
0,파라스파라,"삼양로 689, 101동 (우이동 346)",
0,파르나스호텔(주),서울 강남구 테헤란로 521,서울 강남구 테헤란로 521
0,파르나스호텔㈜,봉은사로 524(삼성동 159),
0,파인애비뉴,을지로 100(을지로2가),
0,파크원관리단,서울 영등포구 여의대로 108,서울 영등포구 여의대로 108
0,파크웨이,올림픽로34길 5-23,서울 송파구 올림픽로34길 5-23
0,파크웨이(유병0),올림픽로34길 5-23,서울 송파구 올림픽로34길 5-23
0,파크팰리스2 (아파트),마포대로 143 (공덕동),
0,파크팰리스2(오피스텔),마포대로 143,서울 마포구 마포대로 143
0,파크팰리스2아파트,마포대로 143 (공덕동),
0,파크하비오 푸르지오아파트,"송파대로 111, 지하4층 (문정동 618)",
0,파트너스타워1,가산디지털1로 83(가산동 345-13),
0,팬엔터테이먼트,월드컵북로58길 10 (상암동),
0,펌스개발쇼핑몰(NC백화점),불광로 20(대조동 240),
0,페이토디앤아이(주),서울 서초구 강남대로 563 페이토디앤아이,서울 서초구 강남대로 563
0,페이토디앤아이주식회사,서울 서초구 강남대로 563 페이토디앤아이,서울 서초구 강남대로 563
0,페코텍글로벌허브빌딩,동일로 169 (성수동2가),
0,포스코건설,경북 포항시 북구 중흥로 307,경북 포항시 북구 중흥로 307
0,포시즌스호텔,새문안로 97(당주동),
0,푸르지오시티 관리위원회,서울특별시 강남구 (역삼동 735-17),
0,풍림브아이피텔,마포대로 127 (공덕동),
0,풍양빌딩,도봉로 136(송중동),
0,하나은행,을지로1가 101-1,서울 중구 을지로 35
0,하림인터내셔날 오피스텔,서초대로 316(서초동 1674-5),
0,하우스.D.비즈관리사무소,선유로3길 10,서울 영등포구 선유로3길 10
0,하우스디비즈,선유로3길 10,서울 영등포구 선유로3길 10
0,하우스디세종타워,성수일로10길 26 (성수동2가),
0,하이마트종합전자백화점,노해로397,서울 도봉구 노해로 397
0,하이페리온2,"오목로 300, (목동)",
0,학고재,삼청로 48-4(소격동),
0,학고재(오경자),삼청로 48-4(소격동),
0,한강G트리타워,양천로 738,서울 강서구 양천로 738
0,한강메카트리움,"한강대로43길 8 (한강로2가 2-8 B4 기계실,주차블럭22,42,15)",
0,한국광고문화회관,올림픽로35길 137,서울 송파구 올림픽로35길 137
0,한국교직원공제회,여의나루로 50,서울 영등포구 여의나루로 50
0,한국마사회,도봉로 302(번동),
0,한국무역협회,영동대로 513(삼성동 159),
0,한국벤처투자,서울특별시 서초구 서초대로45길 16(서초동 1706-5),
0,한국벤처투자주식회사,서초대로45길 16(서초동 1706-5),
0,한국사회복지회관,만리재로 14 (공덕동),
0,한국소비자원,"서울특별시 서초구 양재대로 246(염곡동, 송암빌딩)",
0,한국외국어대학교,이문동 270,서울 동대문구 이문로 107
0,한국외대시설,이문동 270,서울 동대문구 이문로 107
0,한국자산관리공사,서울 강남구 강남대로 262,서울 강남구 강남대로 262
0,한국자산신탁,충민로 5(문정동 622),
0,한국장학재단,"서울특별시 서초구 서초대로41길 19(서초동, 지하1층관리실)",
0,한국정보통신공사,한강대로 308 (갈월동 16 ),
0,한국통신,공덕동 435-11,
0,한국통신 가좌지점(지점장),상암동 24-2,
0,한국후지필름 복합주거시설(어바니엘 가산),가산디지털1로 222(가산동 505-19),
0,한남아이파크,독서당로46(한남동93),
0,한동건설(주),삼성로 762(청담동 49-21),
0,한동건설㈜,삼성로 762(청담동 49-21),
0,한라시그마밸리,가산디지털2로 53(가산동 345-90),
0,한라타운아파트,난곡로47길 9(신림동763) ),
0,한미사이언스(주),"위례성대로 14(방이동 45 ,한미타워 )",
0,한방천하포스빌,왕산로 122(용두동 788),
0,한불모터스,광나루로 310 (성수2가3동),
0,한성인베스트먼트 (용산포르쉐타워),이촌로16,서울 용산구 이촌로 16-7
0,한성인베스트먼트(용산포르쉐타워),이촌로16,서울 용산구 이촌로 16-7
0,한성자동차 용답서비스센터,용답동 238-8 (용답동),
0,한솔로이젠트,가마산로 265,서울 구로구 가마산로 265
0,한솔병원(이동0) 신관,백제고분로39길 14-20,서울 송파구 백제고분로39길 14-20
0,한솔병원(이동근),"송파대로 445(석촌동 174-13 ,한솔병원 )",
0,한솔병원(이동근) 신관,백제고분로39길 14-20,서울 송파구 백제고분로39길 14-20
0,한ㅇㅇ,,서울 성북구 개운사길 83-15
0,한양여자대학(지하주차장),왕십리로 222 (사근동),
0,한이랑,대명1길 7(명륜4가 16-1) 옥산빌딩,
0,한전(가락 전력구),서울특별시 송파구 문정동 150-15,서울 송파구 중대로 80
0,한전남서울본부,서울 영등포구 여의동로7길 5,서울 영등포구 여의동로7길 5
0,한종욱,,서울 성북구 개운사길 83-15
0,한화 꿈에그린아파트,마포대로10길 22,서울 마포구 마포대로10길 22
0,한화 역사(주) 청량리점,"왕산로 214(전농동 591-53 ,한화 역사(주) 청량리점 )",
0,한화금융센터,세종대로 92,서울 중구 세종대로 92
0,한화커넥트(주) 청량리역점,"왕산로 214(전농동 591-53 ,한화 역사(주) 청량리점 )",
0,해링턴타워,강서로45가길 51(화곡동 1013-16),
0,해밀톤호텔,이태원로 179 (이태원동 119-25 ),
0,해밀톤호텔 이ㅇㅇ,이태원로 179 (이태원동 119-25 ),
0,행복한세상,"목동동로 309, (목동)",
0,향도드림네스트,"목동동로 437, (목동)",
0,헬리오시티상가,송파대로 345(헬리오시티 상가),
0,현대41타워,"목동동로 293, (목동)",
0,현대건설(주),청담동 106-4,
0,현대건설㈜,청담동 106-4,
0,현대백화점,신촌로 83(창천동 30-33),
0,현대백화점(미아점),동소문로 315,서울 성북구 동소문로 315
0,현대썬앤빌,장한로 91(장안동 373-3),
0,현대아파트,석계로 49,서울 노원구 석계로 49
0,현대엔지니어링,"송파대로 201(문정동 642 ,현대엔지니어링 1-1블럭 )",
0,현대엔지니어링㈜(송파테라타워2),"송파대로 201(문정동 642 ,현대엔지니어링 1-1블럭 )",
0,현대엠코,망우로 353(상봉동),
0,현대월드타워,"목동서로 77, (목동)",
0,현대토픽스관리소,위례성대로 6(방이동 44-3),
0,현대파리지앙,"목동서로 57, (목동)",
0,현대파크빌,목동동로 391 (목동),
0,현대하이엘,마포대로 173 (공덕동),
0,현대해상화재보험,,서울 성북구 개운사길 83-15
0,호반베르디움,"동남로 342, (지하)",
0,호반베르디움(김경렬),"오금동 34-2, (지하)",
0,호반써밋,중앙로29길 11,서울 양천구 중앙로29길 11
0,호텔그레이스리,남대문로4가 17-19,서울 중구 세종대로12길 12
0,호텔스카이파크,명동9길 22,서울 중구 명동9길 22
0,호텔신라부설주차장,동호로 233-10,
0,홀리데이인 성북,종암로 123,서울 성북구 종암로 123
0,홈플러스 동대문점,천호대로 133(용두동 33-1),
0,홈플러스 신내점,신내로 201(신내동),
0,홍익대학교 제2기숙사,와우산로 94 (상수동),서울 마포구 와우산로 39-14
0,황학동 한양립스 이노와이즈,마장로9길 2-16,
0,황학아크로타워,퇴계로 447(황학동),
0,효성인텔리안,마포대로 208 (아현동),
0,효성중공업,용두동 11-1 외6필지,
0,효성해링턴,"서울특별시 서초구 효령로 310(서초동 1445-1 ,평창라마다 스윗앤 호텔 홍보관 )",
0,효성해링턴플레이스아파트,상도로 207,서울 동작구 상도로 207
0,효창파크KCC위첸 아파트 효성건설현장,효창동 117-1,
0,휘경sk뷰아파트(8개동),서울특별시 동대문구 휘경로 60(휘경동 128-12),
0,휴먼타워관리사무소,강남대로 605(잠원동 20-9),
0,흑석 롯데캐슬 에듀포레,흑석동 231-27,
0,흑석 해가든,서달로 150,인천 서구 서달로 150-4
0,흑석동 원불교회관,현충로 75,강원특별자치도 원주시 현충로 75
0,흥국생명보험㈜,새문안로 68(신문로1가),
0,흥우산업㈜,용산구 이태원로 271(한남동) 흥우산업(주),
0,힐데스하임,진관3로 11(진관동 64),
0,힐스테이트 뉴포레아파트,조원로25(신림동),서울 관악구 조원로18길 25
0,힐스테이트 에코 문정,"법원로4길 10(문정동 652-4 ,현대건설(주)8-4블럭 ) 현대건설㈜/ 힐스테이트 에코 문정",
0,힐스테이트관악뉴포레 현대엔지니어링㈜,조원동1644번지 일대,
0,힐스테이트상도프레스티지,상도로 346-2(상도동 533),
0,힐스테이트송파위례아파트,"장지동 883 ,힐스테이트",서울 송파구 위례광장로 170
0,"힐스테이트에코 B동, 힐스테이트 에코 송파","정의로7길 13 (문정동 639-4, 10-3블럭) 힐스테이트에코 B동",
0,(유)제니타스프로퍼티즈,이태원로200,서울 용산구 이태원로 200
0,(주)동서건설,"서울특별시 강북구 (미아동 811-2 ,종합체육센터(동서건설) )",
0,"(주)비앤아이홀딩스, 잠실리시온관리실",오금로 87(방이동 22-5),
0,(주)신세계조선호텔,"서울특별시 용산구 한강대로 366(동자동 56 ,트윈시티 남산 )",
0,(주)이오티앤디,서울특별시 영등포구 가마산로48길 16(대림동 673),
0,(주)인투빌,서울특별시 용산구 백범로90길 84-11(문배동 11-10),
0,(주)케이비동자민간임대위탁관리부동산투자회사,동자동37-85일원(동자8구역 도시환경정비사업현장,
0,(주)코크렙케이스퀘어위탁관리부동산투자회사,동교동 159-5,서울 마포구 양화로 161
0,(주)희망찬기업,서울특별시 영등포구 양평로 160(양평동5가 51),
0,"2030청년주택신축,호반건설",서울 서초구 양재대로2길 18 호반파크 2관,서울 서초구 양재대로2길 18
0,808 타워,서울 강남구 강남대로 470,서울 강남구 강남대로 470
0,es인포메틱스,서울 영등포구 가마산로48길 16,서울 영등포구 가마산로48길 16
0,KM타워신축공사현장,가산동 550-7 KM타워신축공사현장,
0,KT송파지사,오금로 90,경기 고양시 덕양구 오금로 90
0,KT중부유선운용센터 통신구팀,"서울특별시 강남구 논현로 872(신사동 610-2 ,압구정사거리 집수정 )",
0,S Business Center,"가산디지털2로 11, 6층 (가산동 343-8 ,(GS건설) )",
0,SK 이노베이션㈜,"종로 26(서린동, SK 이노베이션(주) 총무팀)",
0,가산 하우스디 파스타 지식산업센터 신축공사현장,가산동 459-24 가산 하우스디 파스타 지식산업센터 신축공사,
0,가산동 YS타워 신축공사현장,가산동 345-40 가산동 YS타워 신축공사현장,
0,강남 더시그넘하우스 신축공사(㈜효성),자곡동 664번지,서울 강남구 자곡로 204-25
0,강남중앙교회,석촌호수로 162(삼전동 111-16),
0,강산건설,방이동 48-2,서울 송파구 위례성대로2길 11
0,건국건설(잠실제니알관리단),방이동 39번지,서울 송파구 올림픽로34길 6
0,경찰 공제회,창경궁로 106 경찰공제회,서울 종로구 창경궁로 106
0,경희대 사회교육연구원,율곡로 110(권농동),
0,고덕센트럴푸르지오,고덕로 399,서울 강동구 고덕로 399
0,고덕역갑을명가시티오피스텔,동남로75길 27,서울 강동구 동남로75길 27
0,고도일병원,"강남대로 505(반포동 736-9 ,고도일병원 )",
0,골드타워 지식산업센터 신축공사현장,가산동 345-2 골드타워 지식산업센터 신축공사현장,
0,광혁건설,서울특별시 영등포구 국회대로22길 20(양평동3가 57-3),
0,교육연구시설,방배동 1023-1,서울 서초구 방배로 42
0,국제템플스테이센터,"목동동로 167, (신정동)",
0,금천해담채,시흥대로57길 46(시흥동 994-1),
0,금호어울림 아파트,"신이문로 9(이문동 428 ,금호(A)어울림 )",
0,금화건설 주식회사,서울 중랑구 봉우재로 191 동웅빌딩 2층 201호,
0,길동 요양병원,길동 412-10,서울 강동구 양재대로 1461
0,김00,,서울 성북구 개운사길 83-15
0,내곡동 소리박물관 신축공사,신원동 560,
0,대치1동 관리사무소,서울특별시 강남구 메트로3호선 344(대치동 600-7)지하,
0,도봉 새마을 금고 본점,도당로134,서울 도봉구 도당로 134
0,도시형 생활주택 건설현장,서초동 1487-1,서울 서초구 효령로 200
0,독산동 오피스텔 신축공사현장,"독산동 292-11, 30호 독산동 오피스텔 신축공사현장",
0,독산역 롯데캐슬 금천롯데타워,"벚꽃로 104(독산동 1160, 독산역 롯데캐슬 금천롯데타워)",
0,동북권 세대융합형 복합센터,마들로13길 84,서울 도봉구 마들로13길 84
0,두산건설,서울특별시 영등포구 여의대방로 259(신길동 1196),
0,드림리버오피스텔 관리사무소,서울특별시 영등포구 (여의도동 12-3),
0,래미안 목동아델리체,"중앙로43길 14, (신정동)",
0,롯데제과본사,양평로21길 10(양평동5가 21),
0,르피에드오피스텔,문정동 652-3,서울 송파구 송파대로 141
0,리마크빌영등포(한전남서울본부),영중로 119(영등포동8가 35-1),
0,맥스메이트,장충단로 209,서울 중구 장충단로 209
0,목동센트럴위브아이파크,"남부순환로 83길 17, (신월동)",
0,목동센트럴푸르지오,"오목로 354, (목동)",
0,문래SKV1관리사무소,서울특별시 영등포구 선유로9길 10(문래동6가 19),
0,문화정원빌딩,가산로 61,서울 금천구 가산로 61
0,"방학동 모비우스스퀘어, 은성산업",방학동 707-14(도봉로 684),
0,배00,,서울 성북구 개운사길 83-15
0,백상스타타워 2차,가산디지털2로 165(가산동 459-22),
0,벽산중기산업(주),서울특별시 영등포구 (양평동 504-1),
0,브라운스톤레젼드관리단,서울특별시 강남구 선릉로 660(삼성동 8-2),
0,비전딜딩,서울특별시 강북구 도봉로 190(미아동 121-20),
0,삼성물산 (주),서울특별시 영등포구 의사당대로 141(여의도동 45),
0,삼성지하철,서울특별시 강남구 테헤란로지하 538(삼성동 172-82),
0,삼성화재수유사옥,"서울특별시 강북구 도봉로 314(번동 446-8 ,삼성화재빌딩 )",
0,상계6구역 재개발 공사,덕릉로102길 5일대(상계3.4동),
0,상암데이터센터,월드컵북로60길 24(상암동),
0,서울~세종고속도로 건설공사( 안성 구리 건설공사13공구),,서울 성북구 개운사길 83-15
0,서울국제금융센터IFC관리단,국제금융로 10(여의도동 23 ),
0,서울주택도시공사(위례포레샤인18단지),거여동 61-4,
0,서초그랑자이(서초무지개아파트),효령로 391,서울 서초구 효령로 391
0,선유도코오롱디지털타워,양평로22길 21(양평동5가 106-1),
0,성산동 오피스텔,성산동 591-5,서울 마포구 월드컵로34길 7
0,세계기독교통일신령협회,서울특별시 용산구 청파로 319(청파동1가 161),
0,세계일보제작단 사옥,"서부샛길 534(가산동 550-15 ,(주)세계일보제작단 )",
0,소담더블린오피스텔관리단,서울 영등포구 영등포로 264,서울 영등포구 영등포로 264
0,수성위너스,정의로8길 13,서울 송파구 정의로8길 13
0,수유다우아트리체,한천로 1174(수유동),
0,수유삼호프라자,서울특별시 강북구 도봉로261(수유동 63-5),
0,숲에리움,경인로 27길7(오류동),
0,신림경전철3공구(서천건설 주식회사),신림동808-373 외 2개소 공사현장,
0,신월빗물저류배수시설,"목동동로 298, (목동)",
0,신월여의지하차도,"목동, 제물포터널 1공구",
0,신한은행,명동길 48,서울 중구 명동길 48
0,쌍용건설㈜,"잠실동 183-4외 2필지(4,5,10)",
0,아만티 호텔 서울,서교동 447-1,서울 마포구 월드컵북로 31
0,아모레퍼시픽,한강로2가 159-5일대,
0,아시아신탁(주),서울 강남구 영동대로 416 KT&G타워 13층,
0,안당빌딩(이한기),다산로36길 101,서울 중구 다산로36길 101
0,양재 2030 청년주택 신축공사,서초동 1365-8,
0,양재 공영주차장 신축공사,양재동 90-2,서울 서초구 양재천로 125-10
0,업무용,서울특별시 강남구 압구정로22길 32(신사동 568-21),
0,에셋테크(주),서울 강남구 삼성로95길 9,서울 강남구 삼성로95길 9
0,에이스하이테크시티2,"선유로13길25(문래6가,에이스하이테크시티2)",
0,에이스하이테크시티3고객지원센터,서울특별시 영등포구 선유로 132(양평동3가 5-4),
0,에이치하우스 대림관리사무소,,서울 성북구 개운사길 83-15
0,에이플러스에셋타워,서울특별시 서초구 강남대로 369(서초동),
0,에코피아빌딩운영위원회,"서울특별시 강북구 도봉로 30(미아동 35-5 ,에코피아빌딩 )",
0,엘지에클라트관리위원회,서울특별시 강남구 테헤란로20길 19(역삼동 736-24),
0,여의도2차경동미르웰관리단,서울 영등포구 영등포로 247,서울 영등포구 영등포로 247
0,영시티,문래동3가 55-18,서울 영등포구 문래로28길 25
0,와이이십이프로젝트금융투자 주식회사,서울 영등포구 국제금융로2길 32,서울 영등포구 국제금융로2길 32
0,용산kcc웰츠타워 시티파크종합건설((주)인투빌),백범로90길 84-11,
0,용산무역센터 주식회사,,서울 성북구 개운사길 83-15
0,우체국시설관리공단,,서울 성북구 개운사길 83-15
0,위례중앙푸르지오2단지 아파트(중앙푸르지오상가 2단지),위례광장로 290(장지동 896 ),
0,유정빌딩,백제고분로 503,서울 송파구 백제고분로 503
0,은성산업㈜(잠실벨솔레오피스텔),올림픽로34길 5-13,서울 송파구 올림픽로34길 5-13
0,은평뉴타운꿈에그린,진관동 66-13,
0,은혜 광성교회,천호동 399-21,
0,이동엽,서울특별시 동대문구 홍릉로3길 55(제기동 615-1),
0,이복열,서울특별시 영등포구 디지털로 343(대림동 1082-13),
0,이원종,,서울 성북구 개운사길 83-15
0,잠실대우레이크월드 입주자대표회의,석촌호수로 298(송파동 58-1),
0,장교12지구 도시정비사업 공사장,수표동 47-1,서울 중구 청계천로 106
0,장우성,퇴계로 385,서울 중구 퇴계로 385
0,정00,청파로 319,서울 용산구 청파로 319
0,제물포터널,"목동, 제물포터널 1공구",
0,제이메크로,을지로12길 28,서울 중구 을지로12길 28
0,㈜ECMD,송파대로34길 29(송파동 185-5),
0,㈜동서건설,"서울특별시 강북구 (미아동 811-2 ,종합체육센터(동서건설) )",
0,주식회사 엔에이치제3호위탁관리부동산투자회사,서울특별시 영등포구 (당산동4가 38-2),
0,주식회사 파빅스씨앤씨,서울 강남구 봉은사로 143,서울 강남구 봉은사로 143
0,㈜케이알산업,서울 송파구 위례순환로 480 KR산업 위례빌딩 6~10층,
0,㈜풍산건설(리치안오피스텔),거여동 산 37,
0,㈜한라,방이동 46-2,서울 송파구 오금로11길 45
0,㈜한양건설,방이동 46-6,서울 송파구 백제고분로51길 23
0,지식산업센터 신축공사현장,가산동 459-24,서울 금천구 가산디지털2로 169-16
0,창동 문화산업단지 신축공사,창동 1-28,서울 도봉구 마들로13길 61
0,천호한강푸르지오,구천면로 192,서울 강동구 구천면로 192
0,청년주택 신축공사,신림동1644-3,
0,최00,,서울 성북구 개운사길 83-15
0,최태환,,서울 성북구 개운사길 83-15
0,케이디유타워(송파테라타워2 관리단),정의로 70(문정동 640),
0,케이씨씨오토,시흥대로 173(시흥동 987-6),
0,케이티,대학로 65(연건동),
0,코레일유통주식회사,,서울 성북구 개운사길 83-15
0,타임스퀘어(김담),영중로 15(영등포동4가 442),
0,태릉입구역 청년주택 신축공사,동일로 1000(공릉1동 617-3),
0,테라타워 관리사무소,"문정동 651 ,문정지식산업센터3-1블럭 )",
0,토로스 아르테미스,양화로 153 (동교동),
0,"팬코리아볼링센타, 잠실서비스안전센터",올림픽로 545(풍납동 504-2),
0,한00,대명1길 7(명륜4가 16-1) 옥산빌딩,
0,한국마사회 강북지점,서울특별시 강북구 도봉로 302(번동 449-6),
0,한국외대시설관리팀,서울특별시 동대문구 (이문동 270),
0,한국자산신탁(송파한화오벨리스크 관리위원회),충민로 5(문정동 622),
0,한국전력 성동지사,서울특별시 강북구 도봉로 242(미아동 190-1),
0,한국전력구,서울특별시 강남구 (논현동 238-1),
0,한라비발디운종가,숭인동 1425,서울 종로구 난계로27길 15
0,한라원앤앤타워 신축공사현장,가산동 549-1 한라원앤앤타워 신축공사현장,
0,한솔병원,"송파대로 445(석촌동 174-13 ,한솔병원 )",
0,한솔병원 신관,백제고분로39길 14-20,서울 송파구 백제고분로39길 14-20
0,한전성동전력소,서울특별시 강북구 도봉로 48(미아동 71-5),
0,한화생명 불광동 사옥,통일로 742,서울 은평구 통일로 742
0,항동하버라인2단지,연동로234(항동),
0,해밀톤호텔 이상용,이태원로 179 (이태원동 119-25 ),
0,현대EV스테이션,천호대로 1221,서울 강동구 천호대로 1221
0,현대건설,서울특별시 영등포구 선유로35길 22(양평동3가 57),
0,현대엔지니어링(주),"송파대로 201(문정동 642 ,현대엔지니어링 1-1블럭 )",
0,현대엔지니어링㈜(송파테라타워2 관리단),"송파대로 201(문정동 642 ,현대엔지니어링 1-1블럭 )",
0,협성건설,시흥대로 606,서울 동작구 시흥대로 606
0,혜성산업,세종대로12길 12,서울 중구 세종대로12길 12
0,호반써밋목동아파트,신정동 1150-41(신정동),
0,효성네오인텔리안빌딩,도봉로 352(번동),
0,휘경sk뷰아파트,휘경로 60(휘경동 128-12),
0,휘경sk뷰아파트관리사무실,서울특별시 동대문구 휘경로 60(휘경동 128-12),
0,힐데스하임천호아파트,천호동 437-5,서울 강동구 올림픽로78길 30
0,힐스테이트 창경궁,충신동 60,서울 종로구 율곡로 236
0,(주)디디아이레지덴셜제1호,자양로 116,서울 광진구 자양로 116
0,(주)민기,"문정동 641-3 ,(주)대명건설 )",
0,(주)비제바노 서울지점,강남대로 464(역삼동 809),
0,(주)영풍,강남대로 542(논현동 142),
0,(주)청원종합건설,중대로 204-1,서울 송파구 중대로 204-1
0,"(주)파크하비오, 파크하비오 오피스텔",송파대로 111(문정동 618),
0,(주)플레이쉘,신림동 1433-1,
0,KCC웰츠타워,자양로 116,서울 광진구 자양로 116
0,KGIT상암센타,월드컵북로 402 (상암동),
0,KT estate,한강대로71길 4 (갈월동 103-17 ),
0,KT데이타센타,"목동동로 323, (목동)",
0,LG전자 가산 Rnull 캠퍼스,가산디지털1로 51(가산동 327-23),
0,MK타워(김모),정의로 67,서울 송파구 정의로 67
0,YTN 빌딩,세종대로 17,서울 중구 세종대로 17
0,가산SK V1 AP타워 신축공사,가산동 673,서울 금천구 가산디지털1로 16
0,가산메트로 지식산업센터 신축공사,가산동 60-29,서울 금천구 가산로9길 80
0,갈산공공도서관,목동남로4길 48-6 (신정동),
0,강남 GLAD호텔 신축공사(대림산업㈜),대치동 995-16번지,서울 강남구 테헤란로 610
0,강남세브란스병원 교수연구동 신축공사(㈜한진중공업),역삼동 783-22번지,
0,강산건설㈜,서울특별시 송파구 방이동 48-2,서울 송파구 위례성대로2길 11
0,강일리슈빌,아리수로 419,서울 강동구 아리수로 419
0,건국대학교신공학관,능동로 120-1,서울 광진구 능동로 120-1
0,경원선민자역사신축공사(창동역),창4동 135(마들로11길 77),
0,고덕주공2단지(SK),고덕로 353,서울 강동구 고덕로 353
0,고덕주공2단지(대우),고덕로 353,서울 강동구 고덕로 353
0,고덕주공2단지(현대),고덕동 212,서울 강동구 고덕로 385
0,고용남,종로39가길 5-7(충신동),
0,근린생활시설 신축공사(㈜호유엠케이),역삼동 783-22번지+D635,
0,금강아미움,쌍문동 711,서울 도봉구 방학로5길 33
0,금천 해담채,시흥대로57길 46(시흥동 994-1),
0,금천구청장(청소과),(시흥동 562-2),
0,금하빌딩(서의열),학동로 401(청담동 41-2),
0,꿈의숲 코오롱하늘채(구장위2구역),장위동 290-9,
0,남부중앙시장(주),봉천로12길 39(신림동 1426-7),
0,넵스 베스트웨스턴 바이브호텔 신축공사(에스지신성건설㈜),논현동 60-8번지,서울 강남구 도산대로 216
0,농심신대방사옥(쓰리에스포유),여의대방로 112,서울 동작구 여의대방로 112
0,대륭테크노타운 21차,범안로 1126(가산동 687),서울 금천구 범안로 1126
0,대륭테크노타운12차,가산디지털2로 14(가산동 327-32),
0,대륭테크노타운7(최창규),서부샛길 638(가산동 489-11),
0,대림산업㈜,남대문로5가 253,
0,대보실업(신림선 2공구),신대방동 375-12,
0,대심로공사현장,목동동로 298 (목동915),
0,대우디오빌,서울특별시 서초구 서초대로 17(방배동),
